#id,enabled / disabled,list of ship types for building,"chance to have, percent",,,type of part,comes in paires (around centerline axis),"group, use same part data for same group",necessary present param of part,put at centerline,put to sides,range-z [-1;+1] define range from back to front of ship,see previos,filtering condition,"additional params:
32/gun//ms/small_side//s//and(tag[Gun_Sides]),,"bb, bc",,1,4,gun,,ms,small_side,,s,0.3,1,,and(tag[Gun_Sides]),,
33/gun//ms/small_side//s//and(tag[Gun_Sides]),,"bb, bc",,1,4,gun,,ms,small_side,,s,-1,-0.3,,and(tag[Gun_Sides]),,
34/gun/p/ms/main_agamemnon_single//s//and(tag[Gun_Sides_Single),,"bb, bc",,6,6,gun,p,ms,main_agamemnon_single,,s,-1,1,,and(tag[Gun_Sides_Single),,
35/gun/p/ms/small_side//s//and(tag[Gun_Sides]),,"bb, bc",,6,6,gun,p,ms,small_side,,s,0.1,1,,and(tag[Gun_Sides]),,
"36/gun/p/ms/small_side//s/main_cal/mount(barbette), and(tag[danton_style])",,"bb, bc",,4,6,gun,p,ms,small_side,,s,-0.9,0.9,main_cal,"mount(barbette), and(tag[danton_style])",,
37/tower_main///////and(tag[danton_style]),,"bb, bc",,1,1,tower_main,,,,,,0.01,1,,and(tag[danton_style]),,
38/tower_sec///////and(tag[danton_style]),,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,and(tag[danton_style]),,
39/funnel///////and(tag[danton_style]),,"bb, bc",,3,6,funnel,,,,,,-1,1,,and(tag[danton_style]),,
40/gun//mc/main_center/c//main_cal/and(tag[danton_style]),,"bb, bc",,1,1,gun,,mc,main_center,c,,0.5,1,main_cal,and(tag[danton_style]),,
41/gun//mc/main_center/c//main_cal/and(tag[danton_style]),,"bb, bc",,1,1,gun,,mc,main_center,c,,-1,0.5,main_cal,and(tag[danton_style]),,
42/tower_main///////and(tag[german_sides]),,"bb, bc",,1,1,tower_main,,,,,,0.7,1,,and(tag[german_sides]),,
43/tower_sec///////and(tag[german_sides]),,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,and(tag[german_sides]),,
44/funnel///////and(tag[german_sides]),,"bb, bc",,1,2,funnel,,,,,,-0.5,0.5,,and(tag[german_sides]),,
45/gun/p/ms/small_side//s/main_cal/and(tag[german_sides]),,"bb, bc",,4,4,gun,p,ms,small_side,,s,-0.45,0.45,main_cal,and(tag[german_sides]),,
46/gun/p/ms/small_side//s/main_cal/and(tag[early_dreadnought]),,"bb, bc",,2,2,gun,p,ms,small_side,,s,-0.35,0.35,main_cal,and(tag[early_dreadnought]),,
47/tower_main//mc/main_center/c//main_cal/and(tag[frontalfunnel]),,"bb, bc",,1,1,tower_main,,mc,main_center,c,,0.87,1,main_cal,and(tag[frontalfunnel]),,
48/funnel///////and(tag[frontalfunnel]),,"bb, bc",,1,20,funnel,,,,,,0.2,1,,and(tag[frontalfunnel]),,
49/gun//mc/main_center/c//main_cal/or(tag[old_predread]),,bb,,1,1,gun,,mc,main_center,c,,0.4,1,main_cal,or(tag[old_predread]),,
50/tower_main///////or(tag[old_predread]),,bb,,1,1,tower_main,,,,,,-1,0.4,,or(tag[old_predread]),,
51/tower_sec///////or(tag[old_predread]),,bb,,1,1,tower_sec,,,,,,-1,1,,or(tag[old_predread]),,
52/gun//mc/main_center/c//main_cal/or(tag[old_predread]),,bb,,1,1,gun,,mc,main_center,c,,-1,-0.4,main_cal,or(tag[old_predread]),,
53/tower_main///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,tower_main,,,,,,0.15,1,,or(tag[battlecruiser_forward]),,
54/tower_sec///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,tower_sec,,,,,,-1,0.5,,or(tag[battlecruiser_forward]),,
55/funnel///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[battlecruiser_forward]),,
56/funnel///////or(tag[battlecruiser_forward]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[battlecruiser_forward]),,
57/barbette//b/main_super/c///or(tag[battlecruiser_forward]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.75,1,,or(tag[battlecruiser_forward]),,
"58/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[battlecruiser_forward])",,"bb, bc",,1,1,gun,,mc,main_center,c,,0.75,1,main_cal,"mount(barbette), or(tag[battlecruiser_forward])",,
59/gun//mc/main_center/c//main_cal/or(tag[battlecruiser_forward]),,"bb, bc",,1,1,gun,,mc,main_center,c,,0.75,1,main_cal,or(tag[battlecruiser_forward]),,
60/tower_main///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,tower_main,,,,,,0.1,1,,and(tag[Russian_Central_Turrets]),,
61/funnel///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,funnel,,,,,,0.21,0.7,,and(tag[Russian_Central_Turrets]),,
62/gun//mc/main_center/c//main_cal/and(tag[Russian_Central_Turrets]),,"bb, bc",,2,2,gun,,mc,main_center,c,,-0.2,0.2,main_cal,and(tag[Russian_Central_Turrets]),,
63/tower_sec///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,tower_sec,,,,,,-1,-0.75,,and(tag[Russian_Central_Turrets]),,
64/gun//mc/main_center/c//main_cal/and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,gun,,mc,main_center,c,,0.5,1,main_cal,and(tag[Russian_Central_Turrets]),,
65/funnel///////and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,funnel,,,,,,-1,0.2,,and(tag[Russian_Central_Turrets]),,
66/gun//mc/main_center/c//main_cal/and(tag[Russian_Central_Turrets]),,"bb, bc",,1,1,gun,,mc,main_center,c,,-0.5,-1,main_cal,and(tag[Russian_Central_Turrets]),,
67/tower_main///////or(tag[Small_Foredeck];tag[g2];tag[Late_Cross_Deck];tag[RussianCenterline_Old]),,"bb, bc",,1,1,tower_main,,,,,,0.2,1,,or(tag[Small_Foredeck];tag[g2];tag[Late_Cross_Deck];tag[RussianCenterline_Old]),,
68/gun//mc/main_bc/c//main_cal/or(tag[Small_Foredeck];tag[RussianCenterline_Old]),,"bb, bc",,1,1,gun,,mc,main_bc,c,,0.54,1,main_cal,or(tag[Small_Foredeck];tag[RussianCenterline_Old]),,
69/tower_sec///////or(tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,"bb, bc",,1,1,tower_sec,,,,,,-1,-0.2,,or(tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,
70/gun//mc/main_center/c//main_cal/and(tag[RussianCenterline_Old]),,"bb, bc",,4,6,gun,,mc,main_center,c,,-1,1,main_cal,and(tag[RussianCenterline_Old]),,
71/funnel///////or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,
72/gun/p/ms/main_side//s/main_cal/and(tag[Late_Cross_Deck_plus]),,"bb, bc",,2,2,gun,p,ms,main_side,,s,-0.25,0.25,main_cal,and(tag[Late_Cross_Deck_plus]),,
73/funnel///////or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[g2];tag[RussianCenterline_Old];tag[Late_Cross_Deck_plus]),,
74/gun/p/ms/main_side//s/main_cal/and(tag[Late_Cross_Deck]),,"bb, bc",,2,2,gun,p,ms,main_side,,s,-0.25,0.25,main_cal,and(tag[Late_Cross_Deck]),,
75/funnel///////and(tag[Late_Cross_Deck]),,"bb, bc",,1,1,funnel,,,,,,-0.22,1,,and(tag[Late_Cross_Deck]),,
76/gun//mc/main_center/c//main_cal/or(tag[old_predread]),0,bb,,1,1,gun,,mc,main_center,c,,-0.1,1,main_cal,or(tag[old_predread]),,
77/gun//mc/main_center/c//main_cal/or(tag[old_predread]),0,bb,,1,1,gun,,mc,main_center,c,,-1,-0.2,main_cal,or(tag[old_predread]),,
78/tower_main///////or(tag[RussianCenterline]),,"bb, bc",,1,1,tower_main,,,,,,0.22,1,,or(tag[RussianCenterline]),,
79/tower_main///////or(tag[MainTower_Barbette]),,"bb, bc",,1,1,tower_main,,,,,,-0.5,1,,or(tag[MainTower_Barbette]),,
"80/gun//mc/no_quad/c//main_cal/mount(barbette), or(tag[MainTower_Barbette])",,"bb, bc",,1,100,gun,,mc,no_quad,c,,-0.01,1,main_cal,"mount(barbette), or(tag[MainTower_Barbette])",,
81/tower_sec///////or(tag[MainTower_Barbette]),,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,or(tag[MainTower_Barbette]),,
82/funnel///////or(tag[MainTower_Barbette]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[MainTower_Barbette]),,
83/gun//mc/no_quad/c//main_cal/or(tag[MainTower_Barbette]),,"bb, bc",,1,1,gun,,mc,no_quad,c,,-1,1,main_cal,or(tag[MainTower_Barbette]),,
84/gun//mc/main_center/c//main_cal/or(tag[Super_Forward]),,"bb, bc",75,2,2,gun,,mc,main_center,c,,-0.14,1,main_cal,or(tag[Super_Forward]),,
"85/gun//mc/quad/c//main_cal/mount(barbette), or(tag[Only_Quads])",,"bb, bc",,1,100,gun,,mc,quad,c,,-0.01,1,main_cal,"mount(barbette), or(tag[Only_Quads])",,
"86/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Super_Forward])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-0.01,1,main_cal,"mount(barbette), or(tag[Super_Forward])",,
87/gun//mc/main_center/c//main_cal/or(tag[Super_Forward]),,"bb, bc",75,2,2,gun,,mc,main_center,c,,-0.14,1,main_cal,or(tag[Super_Forward]),,
88/tower_main///////or(tag[Super_Forward]),,"bb, bc",,1,1,tower_main,,,,,,-1,1,,or(tag[Super_Forward]),,
89/tower_sec///////or(tag[Super_Forward]),,"bb, bc",,1,1,tower_sec,,,,,,-1,0.01,,or(tag[Super_Forward]),,
90/funnel///////or(tag[Super_Forward]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[Super_Forward]),,
91/tower_main///big_main////or(tag[Yamato_Style]),,"bb, bc",100,1,1,tower_main,,,big_main,,,0,0.1,,or(tag[Yamato_Style]),,
92/tower_sec///////or(tag[Yamato_Style]),,"bb, bc",100,1,1,tower_sec,,,,,,-0.1,0,,or(tag[Yamato_Style]),,
93/barbette//b/main_super_huge/c///or(tag[Yamato_Style]),,"bb, bc",,1,1,barbette,,b,main_super_huge,c,,0.15,1,,or(tag[Yamato_Style]),,
"94/gun//mc/no_quad/c//main_cal/mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,1,100,gun,,mc,no_quad,c,,-0.01,1,main_cal,"mount(barbette), or(tag[Yamato_Style])",,
95/gun//mc/no_quad/c//main_cal/or(tag[Yamato_Style]),,"bb, bc",,1,1,gun,,mc,no_quad,c,,-0.01,1,main_cal,or(tag[Yamato_Style]),,
96/gun//mc/no_quad/c//main_cal/or(tag[Yamato_Style]),,"bb, bc",,1,1,gun,,mc,no_quad,c,,-1,-0.254,main_cal,or(tag[Yamato_Style]),,
97/barbette//b/main_super_huge/c///or(tag[Yamato_Style]),,"bb, bc",,1,1,barbette,,b,main_super_huge,c,,-1,0.01,,or(tag[Yamato_Style]),,
98/barbette//c/sec_super_high/c///or(tag[Yamato_Style]),,"bb, bc",,1,100,barbette,,c,sec_super_high,c,,-1,1,,or(tag[Yamato_Style]),,
"99/gun//sc1//c//sec_cal/mount(barbette), or(tag[Yamato_Style])",,"bb, bc",100,1,100,gun,,sc1,,c,,-0.2,0.2,sec_cal,"mount(barbette), or(tag[Yamato_Style])",,
"100/gun//mc/no_quad/c//main_cal/mount(barbette), or(tag[Yamato_Style])",,"bb, bc",,1,100,gun,,mc,no_quad,c,,-1,0.01,main_cal,"mount(barbette), or(tag[Yamato_Style])",,
"101/barbette///////delete_unmounted,or(tag[Yamato_Style];tag[Super_Forward])",,"bb, bc",,1,100,barbette,,,,,,-1,1,,"delete_unmounted,or(tag[Yamato_Style];tag[Super_Forward])",,
975/gun//ms/small_side//s//and(tag[Gun_Sides];tag[Yamato_Style]),,"bb, bc",100,1,6,gun,,ms,small_side,,s,-0.5,0.3,,and(tag[Gun_Sides]),,
102/tower_main///////or(tag[Old_Small_Towers]),,"bb, bc",,1,100,tower_main,,,,,,0.5,1,,or(tag[Old_Small_Towers]),,
103/tower_sec///////or(tag[Old_Small_Towers]),,"bb, bc",,1,1,tower_sec,,,,,,-1,1,,or(tag[Old_Small_Towers]),,
104/gun//mc/main_center/c//main_cal/or(tag[Old_Small_Towers]),0,"bb, bc",,3,5,gun,,mc,main_center,c,,-1,1,main_cal,or(tag[Old_Small_Towers]),,
105/barbette//b/main_super/c///or(tag[BB_Fuso];tag[BB_Fuso_Old]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.44,1,,or(tag[BB_Fuso];tag[BB_Fuso_Old]),,
"106/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[BB_Fuso];tag[BB_Fuso_Old])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,-0.01,1,main_cal,"mount(barbette), or(tag[BB_Fuso];tag[BB_Fuso_Old])",,
107/gun//mc/main_center/c//main_cal/or(tag[BB_Fuso];tag[BB_Fuso_Old]),,"bb, bc",,1,1,gun,,mc,main_center,c,,0.44,1,main_cal,or(tag[BB_Fuso];tag[BB_Fuso_Old]),,
108/tower_main///////or(tag[BB_Fuso];tag[Forward_Tower]),,"bb, bc",88,1,1,tower_main,,,,,,-0.2,0.44,,or(tag[BB_Fuso];tag[Forward_Tower]),,
109/funnel///////or(tag[BB_Fuso]),,"bb, bc",,1,2,funnel,,,,,,-0.5,1,,or(tag[BB_Fuso]),,
110/barbette//b/big_barbette/c///or(tag[BB_Modern_Thick]),,"bb, bc",,1,1,barbette,,b,big_barbette,c,,-0.2,1,,or(tag[BB_Modern_Thick]),,
"111/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[BB_Modern_Thick])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-0.2,1,main_cal,"mount(barbette), or(tag[BB_Modern_Thick])",,
112/tower_main///////or(tag[BB_Modern_Thick]),,"bb, bc",,1,1,tower_main,,,,,,-0.3,0.25,,or(tag[BB_Modern_Thick]),,
113/gun//mc/main_center/c//main_cal/or(tag[BB_Modern_Thick]),,"bb, bc",50,1,1,gun,,mc,main_center,c,,-1,-0.5,main_cal,or(tag[BB_Modern_Thick]),,
114/gun//mc/main_center/c//main_cal/or(tag[BB_Modern_Thick]),,"bb, bc",,1,2,gun,,mc,main_center,c,,-0.2,1,main_cal,or(tag[BB_Modern_Thick]),,
115/tower_sec///////or(tag[BB_Modern_Thick]),,"bb, bc",,1,1,tower_sec,,,,,,-1,0.25,,or(tag[BB_Modern_Thick]),,
116/tower_main///with_barbette////or(tag[g3]),,"bb, bc",33,1,1,tower_main,,,with_barbette,,,-0.2,0.4,,or(tag[g3]),,
"117/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[g3];tag[g4])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-0.01,1,main_cal,"mount(barbette), or(tag[g3];tag[g4])",,
118/barbette//b/main_super/c///or(tag[g3]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.25,1,,or(tag[g3]),,
"119/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[g3])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,0.25,1,main_cal,"mount(barbette), or(tag[g3])",,
120/gun//mc/main_g3/c//main_cal/or(tag[g3]),,"bb, bc",,1,1,gun,,mc,main_g3,c,,0.25,1,main_cal,or(tag[g3]),,
121/tower_main///////or(tag[g3]),,"bb, bc",,1,1,tower_main,,,,,,0.01,1,,or(tag[g3]),,
122/barbette//b/main_super/c///or(tag[g3]),,"bb, bc",,1,1,barbette,,b,main_super,c,,-1,-0.3,,or(tag[g3]),,
"123/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[g3])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,-1,-0.3,main_cal,"mount(barbette), or(tag[g3])",,
124/tower_sec///////or(tag[g3]),,"bb, bc",,1,1,tower_sec,,,,,,-0.5,1,,or(tag[g3]),,
125/funnel///////or(tag[g3]),,"bb, bc",,1,1,funnel,,,,,,0.2,1,,or(tag[g3]),,
126/barbette//b/main_super/c///or(tag[Warspite_Var]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.4,1,,or(tag[Warspite_Var]),,
127/tower_main///////or(tag[Warspite_Var]),,"bb, bc",,1,1,tower_main,,,,,,-1,0.126,,or(tag[Warspite_Var]),,
"128/gun//mc/main_g3/c//main_cal/mount(barbette), or(tag[Warspite_Var])",,"bb, bc",,1,100,gun,,mc,main_g3,c,,-0.01,1,main_cal,"mount(barbette), or(tag[Warspite_Var])",,
129/gun//mc/main_g3/c//main_cal/or(tag[Warspite_Var]),,"bb, bc",,1,1,gun,,mc,main_g3,c,,-0.01,1,main_cal,or(tag[Warspite_Var]),,
130/gun//mc/main_g3/c//main_cal/or(tag[Warspite_Var]),,"bb, bc",,1,1,gun,,mc,main_g3,c,,-1,-0.55,main_cal,or(tag[Warspite_Var]),,
131/tower_sec///////or(tag[Warspite_Var]),,"bb, bc",,1,1,tower_sec,,,,,,-1,1,,or(tag[Warspite_Var]),,
132/funnel///////or(tag[Warspite_Var]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[Warspite_Var]),,
133/barbette//b/main_super/c///or(tag[Mixed_Quads]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.2,1,,or(tag[Mixed_Quads]),,
134/barbette//b/main_super/c///or(tag[Mixed_Quads]),,"bb, bc",,1,1,barbette,,b,main_super,c,,-1,-0.45,,or(tag[Mixed_Quads]),,
"135/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,2,2,gun,,mc,main_center,c,,-1,1,main_cal,"mount(barbette), or(tag[Mixed_Quads])",,
136/tower_main///////or(tag[Mixed_Quads]),,"bb, bc",,1,1,tower_main,,,,,,-0.9,0.54,,or(tag[Mixed_Quads]),,
137/tower_sec///////or(tag[Mixed_Quads]),,"bb, bc",,1,1,tower_sec,,,,,,-0.55,0.25,,or(tag[Mixed_Quads]),,
138/gun//mc/main_center/c//main_cal/or(tag[Mixed_Quads]),,"bb, bc",,1,1,gun,,mc,main_center,c,,0.25,0.95,main_cal,or(tag[Mixed_Quads]),,
"139/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads];tag[Warspite_Var])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-1,0.01,main_cal,"mount(barbette), or(tag[Mixed_Quads];tag[Warspite_Var])",,
140/gun//mc/main_g3/c//main_cal/or(tag[Warspite_Var]),,"bb, bc",,2,3,gun,,mc,main_g3,c,,-0.99,0.95,main_cal,or(tag[Warspite_Var]),,
141/gun//mc/main_center/c//main_cal/or(tag[Mixed_Quads]),,"bb, bc",,1,1,gun,,mc,main_center,c,,-0.8,-0.5,main_cal,or(tag[Mixed_Quads]),,
"142/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,1,100,gun,,mc,main_center,c,,-1,1,main_cal,"mount(barbette), or(tag[Mixed_Quads])",,
143/gun//mc/main_center/c//main_cal/or(tag[Mixed_Quads]),,"bb, bc",,1,1,gun,,mc,main_center,c,,0.33,0.7,main_cal,or(tag[Mixed_Quads]),,
144/tower_main///////or(tag[Middle_Big]),,"bb, bc",,1,1,tower_main,,,,,,-1,0.64,,or(tag[Middle_Big]),,
145/tower_sec///////or(tag[Middle_Big]),,"bb, bc",,1,1,tower_sec,,,,,,-0.65,0.25,,or(tag[Middle_Big]),,
146/barbette///main_super_huge/c///or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,"bb, bc",,1,1,barbette,,,main_super_huge,c,,0.25,1,,or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,
"147/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads];tag[Big_SuperStructure]])",,"bb, bc",,1,1,gun,,mc,main_center,c,,-0.01,1,main_cal,"mount(barbette), or(tag[Mixed_Quads];tag[Big_SuperStructure]])",,
148/tower_main///////or(tag[Big_SuperStructure]),,"bb, bc",,1,1,tower_main,,,,,,-1,1,,or(tag[Big_SuperStructure]),,
149/tower_sec///////or(tag[Big_SuperStructure]),,"bb, bc",,1,1,tower_sec,,,,,,-1,1,,or(tag[Big_SuperStructure]),,
150/funnel///////or(tag[Mixed_Quads];tag[Big_SuperStructure]),,"bb, bc",,1,1,funnel,,,,,,-1,1,,or(tag[Mixed_Quads];tag[Big_SuperStructure]),,
151/barbette///main_super/c///or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,"bb, bc",,1,1,barbette,,,main_super,c,,-1,-0.15,,or(tag[Mixed_Quads];tag[Big_SuperStructure]]),,
"152/gun//mc/main_center/c//main_cal/mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,1,1,gun,,mc,main_center,c,,-1,0.01,main_cal,"mount(barbette), or(tag[Mixed_Quads])",,
153/barbette//c/sec_super_high/c///or(tag[Mixed_Quads]),,"bb, bc",,1,100,barbette,,c,sec_super_high,c,,-1,1,,or(tag[Mixed_Quads]),,
154/barbette/p/d/sec_super_side//s//or(tag[Side_Barbettes]),,"bb, bc",,2,100,barbette,p,d,sec_super_side,,s,-1,1,,or(tag[Side_Barbettes]),,
"155/gun//sc1/main_center/c//sec_cal/mount(barbette), or(tag[Mixed_Quads])",,"bb, bc",,1,100,gun,,sc1,main_center,c,,-1,1,sec_cal,"mount(barbette), or(tag[Mixed_Quads])",,
"156/gun/p//single_tertiary///ter_cal/mount(barbette), or(tag[Side_Barbettes])",,"bb, bc",75,2,1000,gun,p,,single_tertiary,,,-1,1,ter_cal,"mount(barbette), or(tag[Side_Barbettes])",,
"157/gun/p/////ter_cal/mount(barbette), or(tag[Side_Barbettes])",,"bb, bc",75,2,1000,gun,p,,,,,-1,1,ter_cal,"mount(barbette), or(tag[Side_Barbettes])",,
158/gun//mc/main_center/c//main_cal/or(tag[BB_Modern_Iowa_small]),,"bb, bc",,1,1,gun,,mc,main_center,c,,-1,0.01,main_cal,or(tag[BB_Modern_Iowa_small]),,
159/barbette//b/main_super/c///or(tag[Middle_SuperStructure_British]),,"bb, bc",,1,1,barbette,,b,main_super,c,,0.01,1,,or(tag[Middle_SuperStructure_British]),,
160/barbette//b/main_super_medium/c///or(tag[Middle_SuperStructure]),,"bb, bc",,1,1,barbette,,b,main_super_medium,c,,0.01,1,,or(tag[Middle_SuperStructure]),,
"161/gun//mc/main_bc_small/c//main_cal/mount(barbette), or(tag[Middle_SuperStructure])",,"bb, bc",,1,100,gun,,mc,main_bc_small,c,,-0.01,1,main_cal,"mount(barbette), or(tag[Middle_SuperStructure])",,
